,SYN.Flag.Count,Total.Fwd.Packets,Total.Backward.Packets,Flow.Duration,Flow.Packets.s,Flow.Bytes.s,Fwd.Packet.Length.Mean,Bwd.Packet.Length.Mean,Bwd.IAT.Mean,ACK.Flag.Count,Active.Mean,Label,Inbound
782,0,8,2,53176777,0.188052014,6.111690447,29.125,46,2,0,62201,BENIGN,0
783,0,2,8,7114080,1.405663136,0,0,0,1008450.857,1,0,BENIGN,0
784,0,2,2,20631,193.8829916,15510.63933,32,128,3,0,0,BENIGN,0
785,0,2,2,22089,181.0856082,13762.50622,43,109,3,0,0,BENIGN,0
786,0,1,1,40931,48.86272019,0,0,0,0,0,0,BENIGN,0
787,0,4,0,4,1.00E+06,0,0,0,0,0,0,BENIGN,1
788,0,2,2,45840,87.2600349,3054.101222,27,43,2,0,0,BENIGN,0
789,0,2,2,21331,187.5205101,9751.066523,44,60,3,0,0,BENIGN,0
790,0,1,3,57884,69.10372469,414.6223481,6,6,1411,0,0,BENIGN,0
791,0,3,0,248,12096.77419,72580.64516,6,0,0,0,0,BENIGN,0
792,0,2,2,20857,191.7821355,9780.88891,43,59,3,0,0,BENIGN,0
793,0,2,0,1,2.00E+06,2.40E+07,12,0,0,0,0,BENIGN,0
794,0,1,2,79,37974.68354,151898.7342,0,6,2,0,0,BENIGN,1
795,0,2,2,161,24844.7205,0,0,0,2,0,0,BENIGN,0
796,0,6,0,9015053,0.665553491,0,0,0,0,1,3014463,BENIGN,0
797,0,4,0,593,6745.362563,217537.9427,32.25,0,0,0,0,BENIGN,0
798,0,52,0,113700781,0.457340746,0,0,0,0,0,5.916666667,BENIGN,0
799,0,4,0,101,39603.9604,1217821.782,30.75,0,0,0,0,BENIGN,0
800,0,8,2,52238706,0.191428938,6.221440477,29.125,46,4,0,62306,BENIGN,0
801,0,2,2,45225,88.44665561,6323.935876,37,106,2,0,0,BENIGN,0
802,0,2,2,20748,192.7896665,15808.75265,43,121,2,0,0,BENIGN,0
803,0,2,2,24416,163.8269987,7536.04194,32,60,2,0,0,BENIGN,0
804,0,2,2,20863,191.7269808,9778.07602,43,59,3,0,0,BENIGN,0
805,0,14,10,5176908,4.635971897,1618.920019,97.07142857,702.2,14519.11111,1,0,BENIGN,0
806,0,1,2,78,38461.53846,0,0,0,3,0,0,BENIGN,1
807,0,2,2,22368,178.8268956,11623.74821,37,93,2,0,0,BENIGN,0
808,0,28,33,266198,229.1527359,104523.7004,185.5714286,685.6969697,7042.8125,1,0,BENIGN,0
809,0,1,3,227,17621.14537,105726.8722,6,6,36.5,0,0,BENIGN,1
810,0,2,2,20887,191.5066788,24129.84153,37,215,4,0,0,BENIGN,0
811,0,2,0,2,1.00E+06,6.00E+06,6,0,0,0,0,BENIGN,0
812,1,4,3,15010,466.3557628,6129.247169,6,22.66666667,6568,0,0,BENIGN,0
814,0,2,2,21210,188.5902876,9806.694955,44,60,3,0,0,BENIGN,0
815,0,14,0,65372018,0.214158908,0,0,0,0,1,2419992,BENIGN,1
816,0,1,3,238,16806.72269,2588235.294,616,0,1.5,0,0,BENIGN,1
817,0,2,2,48064,83.22237017,4535.619174,31,78,3,0,0,BENIGN,0
818,0,2,0,1,2.00E+06,3.10E+07,15.5,0,0,0,0,BENIGN,0
819,0,1,2,55160,54.38723713,326.3234228,6,6,2,0,0,BENIGN,0
820,0,47,48,110586809,0.859053633,293.3261236,518.8510638,167.75,2350969.085,1,165704.8182,BENIGN,0
821,0,2,0,1,2.00E+06,3.10E+07,15.5,0,0,0,0,BENIGN,0
822,0,39,0,112987508,0.345170902,0,0,0,0,0,4.416666667,BENIGN,0
823,0,30,24,116417986,0.463845853,46.57355952,94.4,107.9166667,5059833.609,1,137352,BENIGN,0
824,0,1,2,115,26086.95652,156521.7391,6,6,3,0,0,BENIGN,1
825,0,2,0,3,666666.6667,2.73E+08,409.5,0,0,0,0,BENIGN,1
826,0,2,5,4997085,1.400816676,12.40723342,0,12.4,1197798.75,0,0,BENIGN,0
827,0,12,13,84422,296.1313402,157304.9679,451.8333333,604.4615385,4966.583333,1,0,BENIGN,0
828,0,3,2,14465,345.6619426,5530.591082,22.66666667,6,3,0,0,BENIGN,1
829,0,2,0,2,1.00E+06,6.00E+06,6,0,0,0,0,BENIGN,0
830,0,2,2,46972,85.15711488,5194.584007,35,87,1,0,0,BENIGN,0
831,0,2,0,2,1.00E+06,6.00E+06,6,0,0,0,0,BENIGN,1
832,0,2,8,7129367,1.402649071,0,0,0,1010603.286,1,0,BENIGN,0
833,0,186,290,64518561,7.377721893,4880.998508,102.344086,1020.272414,222698.9792,1,859667.4,BENIGN,0
834,0,14,19,15480807,2.131671818,932.6387184,119.5714286,671.7894737,856990.6111,1,694034,BENIGN,0
835,0,1,2,53647,55.92111395,223.6844558,0,6,3,0,0,BENIGN,0
836,0,2,2,62414,64.08818534,4486.172974,38,102,3,0,0,BENIGN,0
837,0,4,2,91831,65.33741329,1568.097919,18.5,35,1,0,0,BENIGN,1
838,0,31,28,115740362,0.509761668,24.52040024,28.90322581,69.35714286,4173112.333,1,34117.63636,BENIGN,0
839,0,1,2,93,32258.06452,0,0,0,3,0,0,BENIGN,1
840,0,2,0,2,1.00E+06,6.00E+06,6,0,0,0,0,BENIGN,1
841,0,1,2,167,17964.07186,185628.7425,0,15.5,3,0,0,BENIGN,1
843,0,1,3,115,34782.6087,643478.2609,0,24.66666667,48,0,0,BENIGN,1
844,0,2,0,3,666666.6667,4.00E+06,6,0,0,0,0,BENIGN,0
845,0,2,0,1,2.00E+06,3.70E+07,18.5,0,0,0,0,BENIGN,0
846,0,2,2,21158,189.0537858,12477.54986,38,94,3,0,0,BENIGN,0
847,0,3,0,3,1.00E+06,6.00E+06,6,0,0,0,0,BENIGN,1
848,0,3,0,5,6.00E+05,3600000,6,0,0,0,0,BENIGN,1
849,0,2,2,54074,73.97270407,3550.689795,40,56,3,0,0,BENIGN,0
850,0,2,0,1,2.00E+06,3.70E+07,18.5,0,0,0,0,BENIGN,0
851,0,2,0,1,2.00E+06,2.40E+07,12,0,0,0,0,BENIGN,0
852,0,2,2,21017,190.3221202,9325.783889,41,57,2,0,0,BENIGN,0
853,0,2,0,3,666666.6667,0,0,0,0,0,0,BENIGN,1
854,0,39,34,116221623,0.628110313,46.27366114,54.20512821,96,3373423.545,1,137110.3636,BENIGN,0
855,0,2,2,47329,84.51477952,5493.460669,37,93,3,0,0,BENIGN,0
856,0,2,2,47202,84.74217194,8304.73285,90,106,2,0,0,BENIGN,0
857,0,2,2,21124,189.3580761,7384.964969,31,47,2,0,0,BENIGN,0
858,0,2,0,3,666666.6667,0,0,0,0,0,0,BENIGN,1
859,0,2,2,48628,82.25713581,8061.199309,90,106,3,0,0,BENIGN,0
860,0,2,2,21251,188.2264364,13175.85055,43,97,2,0,0,BENIGN,0
861,0,2,0,3,666666.6667,4.00E+06,6,0,0,0,0,BENIGN,0
862,0,2,0,3,666666.6667,0,0,0,0,0,0,BENIGN,1
863,0,1,2,2,1500000,6.00E+06,0,6,1,0,0,BENIGN,1
864,0,1,2,79,37974.68354,0,0,0,2,0,0,BENIGN,1
865,0,2,2,20805,192.2614756,8844.027878,32,60,3,0,0,BENIGN,0
866,0,2,2,20676,193.4610176,15089.95937,38,118,2,0,0,BENIGN,0
867,0,2,2,56196,71.17944338,3487.792725,41,57,3,0,0,BENIGN,0
868,0,2,2,23264,171.9394773,6705.639615,31,47,3,0,0,BENIGN,0
869,0,2,2,20871,191.6534905,7474.486129,31,47,3,0,0,BENIGN,0
870,0,1,1,242,8264.46281,0,0,0,0,0,0,BENIGN,1
872,0,2,2,54812,72.97672043,6494.928118,35,143,2,0,0,BENIGN,0
873,0,2,10,14341677,0.836722233,0,0,0,1588958.778,1,6340703,BENIGN,0
874,0,2,2,20831,192.0215064,10753.20436,24,88,1,0,0,BENIGN,0
875,0,45,40,116067722,0.732331078,222.9129646,422.2,171.85,2887667.846,1,26671.90909,BENIGN,0
876,0,2,8,7235110,1.382148993,0,0,0,1025730.143,1,0,BENIGN,0
877,0,2,2,20617,194.0146481,9700.732405,42,58,3,0,0,BENIGN,0
878,0,2,0,1,2.00E+06,3.70E+07,18.5,0,0,0,0,BENIGN,0
879,0,2,2,20632,193.8735944,8530.438154,36,52,2,0,0,BENIGN,0
880,0,22,18,116890797,0.342199737,23.14981221,89.09090909,41.44444444,6862169.059,1,256806,BENIGN,0
881,0,1,3,55924,71.52564194,429.1538517,6,6,2186,0,0,BENIGN,0
882,0,2,2,20877,191.5984097,15806.8688,40,125,2,0,0,BENIGN,0
883,0,42,38,118051616,0.677669673,63.26046397,128.5714286,54.42105263,3188904.946,1,212847.5,BENIGN,0
884,0,34,36,92905921,0.753450364,136.7189503,105.6470588,253.0555556,2652119.371,1,178102.5,BENIGN,0
885,0,17,19,557109,64.61931148,45969.4602,83.64705882,1273.052632,25265.83333,1,0,BENIGN,0
886,0,16,0,117627383,0.136022749,40.80682472,300,0,0,0,5553660.667,BENIGN,0
887,0,2,2,20687,193.3581476,15081.93552,38,118,2,0,0,BENIGN,0
888,0,12,0,1496826,8.016963896,400.8481948,50,0,0,0,0,BENIGN,1
889,0,2,2,20697,193.2647244,9663.236218,42,58,3,0,0,BENIGN,0
890,0,2,0,1,2.00E+06,3.10E+07,15.5,0,0,0,0,BENIGN,0
891,0,2,2,21032,190.1863827,13408.13998,40,101,3,0,0,BENIGN,0
892,0,16,12,220492,126.9887343,35452.53343,105.0625,511.3333333,9748.181818,1,0,BENIGN,0
893,0,2,0,2,1.00E+06,0,0,0,0,0,0,BENIGN,0
894,0,1,1,287,6968.641115,0,0,0,0,0,0,BENIGN,1
895,0,2,2,20617,194.0146481,13872.04734,37,106,3,0,0,BENIGN,0
896,0,2,0,1,2.00E+06,3.10E+07,15.5,0,0,0,0,BENIGN,0
897,0,11,9,62286,321.0994445,138811.2899,97.81818182,841.1111111,2790.25,1,0,BENIGN,0
898,0,3,0,2,1500000,0,0,0,0,0,0,BENIGN,1
899,0,2,0,1,2.00E+06,3.70E+07,18.5,0,0,0,0,BENIGN,0
900,0,22,18,116734147,0.342658948,23.18087783,89.09090909,41.44444444,6863067.353,1,134703.5,BENIGN,0
901,0,2,2,20765,192.6318324,12328.43727,38,90,3,0,0,BENIGN,0
902,0,2,0,1,2.00E+06,3.70E+07,18.5,0,0,0,0,BENIGN,0
903,0,2,0,2,1.00E+06,18500000,18.5,0,0,0,0,BENIGN,0
904,0,2,2,21139,189.2237097,13434.88339,43,99,2,0,0,BENIGN,0
905,0,2,2,21131,189.2953481,14197.15111,47,103,1,0,0,BENIGN,0
906,0,1,2,110,27272.72727,0,0,0,2,0,0,BENIGN,1
907,0,2,0,3,666666.6667,4.00E+06,6,0,0,0,0,BENIGN,0
908,0,4,0,25295520,0.158130768,0,0,0,0,0,2,BENIGN,0
909,0,2,2,21880,182.8153565,10237.65996,29,83,3,0,0,BENIGN,0
910,0,2,2,21645,184.8001848,14599.2146,31,127,3,0,0,BENIGN,0
911,0,2,2,24432,163.7197119,10969.22069,38,96,3,0,0,BENIGN,0
912,0,29,26,61052284,0.900867198,151.8698301,88.68965517,257.6923077,2438378.32,1,142274.5,BENIGN,0
913,0,2,0,1,2.00E+06,3.70E+07,18.5,0,0,0,0,BENIGN,0
914,0,2,2,20732,192.9384526,25178.46807,42,219,3,0,0,BENIGN,0
915,0,1,2,55047,54.49888277,326.9932966,6,6,2,0,0,BENIGN,0
916,0,1,2,163,18404.90798,110429.4479,6,6,2,0,0,BENIGN,1
917,0,1,1,54855,36.45975754,218.7585453,6,6,0,0,0,BENIGN,0
918,0,2,2,26798,149.2648705,7463.243526,42,58,3,0,0,BENIGN,0
919,0,2,0,3,666666.6667,4.00E+06,6,0,0,0,0,BENIGN,1
920,0,2,2,20902,191.369247,12534.68568,45,86,1,0,0,BENIGN,0
921,0,2,0,1,2.00E+06,3.70E+07,18.5,0,0,0,0,BENIGN,0
922,0,2,2,46053,86.85644801,7730.223872,41,137,2,0,0,BENIGN,0
923,0,2,2,20876,191.6075877,8813.949032,32,60,3,0,0,BENIGN,0
924,0,2,0,1,2.00E+06,0,0,0,0,0,0,BENIGN,0
925,0,16,20,55166886,0.652565381,34.87599427,58.25,49.6,8241,0,226868,BENIGN,0
926,0,3,0,4,750000,0,0,0,0,0,0,BENIGN,1
927,0,2,0,1,2.00E+06,3.10E+07,15.5,0,0,0,0,BENIGN,0
928,0,2,2,21050,190.023753,13586.69834,37,106,3,0,0,BENIGN,0
929,0,1,2,124,24193.54839,145161.2903,6,6,2,0,0,BENIGN,1
930,0,1,2,113,26548.67257,159292.0354,6,6,3,0,0,BENIGN,1
931,0,2,0,2,1.00E+06,0,0,0,0,0,0,BENIGN,1
932,0,2,0,1,2.00E+06,3.10E+07,15.5,0,0,0,0,BENIGN,0
933,0,16,16,114707,278.9716408,79777.1714,105.0625,466.875,5862.6,1,0,BENIGN,0
934,0,2,2,20818,192.1414161,12681.33346,38,94,3,0,0,BENIGN,0
935,0,7,2,57209,157.3179045,18388.71506,150.2857143,0,2,1,0,BENIGN,0
936,0,6,0,90012023,0.066657762,0,0,0,0,0,2,BENIGN,0
937,0,16,12,172136,162.6620811,43262.30422,105.0625,480.5,9362.181818,1,0,BENIGN,0
938,0,2,0,1,2.00E+06,3.70E+07,18.5,0,0,0,0,BENIGN,0
939,0,2,0,2,1.00E+06,6.00E+06,6,0,0,0,0,BENIGN,0
940,0,2,2,55847,71.62425914,5729.940731,32,128,3,0,0,BENIGN,0
941,0,4,0,499510,8.007847691,48.04708614,6,0,0,0,0,BENIGN,1
942,0,23,16,360282,108.2485386,23254.00658,72.60869565,419.25,12680.73333,1,0,BENIGN,0
943,0,14,12,143591,181.0698442,51792.93967,119.2142857,480.6666667,9322.363636,1,0,BENIGN,0
945,0,2,2,85283,46.90266524,2251.327932,48,48,2,0,0,BENIGN,0
946,0,32,45,1592526,48.35085895,6471.4799,85.25,168.4,34970.84091,1,0,BENIGN,0
947,0,2,2,111611,35.83876141,2401.197015,37,97,2,0,0,BENIGN,0
948,0,1,2,88,34090.90909,204545.4545,6,6,3,0,0,BENIGN,1
949,0,36,36,117737650,0.611529107,121.1676978,90.11111111,306.1666667,3363169.4,1,280744,BENIGN,0
950,0,16,21,15817689,2.339153336,453.7957473,252.125,149.7142857,788140.65,1,840296,BENIGN,0
951,0,2,2,47071,84.97801194,5523.570776,37,93,3,0,0,BENIGN,0
952,0,69,93,118826276,1.363334823,686.8177877,211.4492754,720.6666667,1290914.696,1,720812.5,BENIGN,0
953,0,2,0,2,1.00E+06,6.00E+06,6,0,0,0,0,BENIGN,0
954,0,2,2,22156,180.5380032,10651.74219,35,83,2,0,0,BENIGN,0
955,0,2,0,2,1.00E+06,6.00E+06,6,0,0,0,0,BENIGN,0
956,0,26,24,116682386,0.428513692,82.17178555,73.30769231,320.0833333,5062305.957,1,299341.5,BENIGN,0
957,0,2,2,21305,187.7493546,15489.32176,31,134,2,0,0,BENIGN,0
958,0,16,12,177466,157.7767009,44047.87396,105.0625,511.3333333,9565.818182,1,0,BENIGN,0
959,0,1,2,92,32608.69565,195652.1739,6,6,91,0,0,BENIGN,1
960,0,4,0,499670,8.005283487,48.03170092,6,0,0,0,0,BENIGN,1
961,0,2,0,3,666666.6667,4.00E+06,6,0,0,0,0,BENIGN,0
962,0,2,0,1,2.00E+06,1.20E+07,6,0,0,0,0,BENIGN,1
963,0,4,0,1213,3297.609233,106347.8978,32.25,0,0,0,0,BENIGN,0
964,0,2,2,21368,187.1958068,9734.181954,44,60,3,0,0,BENIGN,0
965,0,1,3,56388,70.93707881,425.6224729,6,6,818.5,0,0,BENIGN,0
966,0,2,0,2,1.00E+06,6.00E+06,6,0,0,0,0,BENIGN,0
967,0,33,29,116874760,0.530482373,166.7425884,209.4545455,433.6551724,4171816.5,1,182664.5,BENIGN,0
968,0,2,2,46255,86.47713761,10463.73365,44,198,2,0,0,BENIGN,0
969,0,39,34,116523424,0.626483479,60.55434828,71.84615385,125.1176471,3385593.848,1,149539.4545,BENIGN,0
970,0,2,2,20878,191.5892327,11303.76473,43,75,2,0,0,BENIGN,0
971,0,1,1,54811,36.48902593,218.9341556,6,6,0,0,0,BENIGN,0
972,0,3,0,2,1500000,9.00E+06,6,0,0,0,0,BENIGN,1
973,0,24,38,75865748,0.817233094,62.50515055,130.25,42.52631579,2049321.432,0,121236,BENIGN,0
974,0,2,0,2,1.00E+06,6.00E+06,6,0,0,0,0,BENIGN,1
975,0,4,0,1248,3205.128205,103365.3846,32.25,0,0,0,0,BENIGN,0
976,0,42,0,114517598,0.366755859,0,0,0,0,0,4.333333333,BENIGN,0
977,0,1,2,54,55555.55556,0,0,0,0,0,0,BENIGN,1
978,0,90,83,89521472,1.932497267,543.7131329,128.9555556,446.6024096,1090969.476,1,1837686.333,BENIGN,0
979,0,1,2,147,20408.16327,122448.9796,6,6,2,0,0,BENIGN,1
980,0,2,2,45470,87.97009017,4574.444689,44,60,3,0,0,BENIGN,0
981,0,2,2,24374,164.1092968,11487.65078,43,97,3,0,0,BENIGN,0
982,0,2,0,2,1.00E+06,0,0,0,0,0,0,BENIGN,0
983,0,1,2,20,150000,9.00E+05,6,6,19,0,0,BENIGN,1
984,0,2,2,20988,190.5850962,9529.254812,42,58,2,0,0,BENIGN,0
985,0,2,2,20663,193.5827324,17325.65455,47,132,3,0,0,BENIGN,0
986,0,1,2,63,47619.04762,285714.2857,6,6,3,0,0,BENIGN,1
988,0,2,2,20658,193.6295866,10843.25685,29,83,1,0,0,BENIGN,0
989,0,1,2,216,13888.88889,83333.33333,6,6,2,0,0,BENIGN,1
990,0,2,0,1,2.00E+06,3.70E+07,18.5,0,0,0,0,BENIGN,0
991,0,2,0,3,666666.6667,4.00E+06,6,0,0,0,0,BENIGN,0
992,0,2,2,21084,189.7173212,27509.01157,41,249,3,0,0,BENIGN,0
993,0,2,2,20879,191.5800565,15709.56463,43,121,3,0,0,BENIGN,0
994,0,2,2,21299,187.8022442,22536.26931,56,184,3,0,0,BENIGN,0
995,0,2,0,1,2.00E+06,3.10E+07,15.5,0,0,0,0,BENIGN,0
996,0,2,2,20716,193.0874686,12936.8604,32,102,3,0,0,BENIGN,0
997,0,2,0,3,666666.6667,0,0,0,0,0,0,BENIGN,1
998,0,4,4,2873225,2.784327715,276.3445258,37,161.5,950750,0,0,BENIGN,0
999,0,1,3,55407,72.1930442,433.1582652,6,6,1477.5,0,0,BENIGN,0
1000,0,34,32,110209767,0.598857994,26.34975174,39.52941176,48.75,3553912.29,1,81548.81818,BENIGN,0
1001,0,2,2,25197,158.7490574,6191.21324,31,47,2,0,0,BENIGN,0
1002,0,2,2,46059,86.84513342,6252.849606,42,102,2,0,0,BENIGN,0
1003,0,3,9,21137,567.7248427,16180.15802,6,36,2601.75,0,0,BENIGN,0
1004,0,1,1,169,11834.31953,0,0,0,0,0,0,BENIGN,0
1005,0,2,0,1,2.00E+06,3.70E+07,18.5,0,0,0,0,BENIGN,0
1006,0,2,0,1,2.00E+06,3.10E+07,15.5,0,0,0,0,BENIGN,0
1007,0,1,1,54851,36.46241636,218.7744982,6,6,0,0,0,BENIGN,0
1008,0,4,0,499954,8.000736068,48.00441641,6,0,0,0,0,BENIGN,1
1009,0,4,0,1245,3212.851406,103614.4578,32.25,0,0,0,0,BENIGN,0
1010,0,1,1,26814,74.58790184,0,0,0,0,0,0,BENIGN,0
1011,0,1,2,203,14778.32512,0,0,0,2,0,0,BENIGN,1
1012,0,1,2,163,18404.90798,110429.4479,6,6,3,0,0,BENIGN,1
1013,0,12,6,111695069,0.161153041,4.771920594,28.08333333,32.66666667,11722705,0,62230.5,BENIGN,0
1014,0,2,2,20713,193.1154348,10042.00261,44,60,3,0,0,BENIGN,0
1015,0,2,2,20690,193.3301112,17593.04012,50,132,3,0,0,BENIGN,0
1016,0,2,2,21101,189.5644756,6255.627695,25,41,3,0,0,BENIGN,0
1017,0,2,8,7269235,1.375660575,0,0,0,1030604.714,1,0,BENIGN,0
1018,0,1,3,96,41666.66667,0,0,0,1.5,0,0,BENIGN,1
1019,0,16,13,5628340,5.152496118,1792.180288,84.9375,671.3846154,23907.33333,1,312330,BENIGN,0
1020,0,22,20,53453091,0.785735665,86.16901126,107.6363636,111.9,7644.105263,1,186086,BENIGN,0
1021,0,11,10,44819194,0.468549256,1.472583376,6,0,4458147.556,0,28187.5,BENIGN,0
1022,0,2,2,46225,86.53326122,8220.659816,31,159,3,0,0,BENIGN,0
1023,0,2,0,3,666666.6667,4.00E+06,6,0,0,0,0,BENIGN,0
1024,0,2,2,21897,182.6734256,7124.263598,31,47,4,0,0,BENIGN,0
1025,0,2,2,20816,192.159877,10376.63336,38,70,3,0,0,BENIGN,0
1026,0,42,40,115844565,0.707845034,152.6614563,57.78571429,381.45,2887909.385,1,48412,BENIGN,0
1027,0,2,2,21198,188.6970469,8491.36711,31,59,3,0,0,BENIGN,0
1028,0,2,2,46620,85.8000858,5748.605749,32,102,2,0,0,BENIGN,0
1029,0,12,8,5110487,3.913521353,313.2773843,108.0833333,38,32970.42857,1,0,BENIGN,0
1030,0,2,2,20961,190.8305901,6297.409475,25,41,2,0,0,BENIGN,0
1031,0,16,14,245805,122.0479649,33616.07779,105.0625,470.1428571,8621.461538,1,0,BENIGN,0
1032,0,2,2,53013,75.45319073,3848.112727,43,59,2,0,0,BENIGN,0
1033,0,14,10,5226678,4.591826778,1434.37189,97.07142857,613.8,6449.111111,1,132337,BENIGN,0
1034,0,2,2,20681,193.414245,12765.34017,38,94,2,0,0,BENIGN,0
1035,0,2,2,21044,190.077932,30602.54704,33,289,3,0,0,BENIGN,0
1036,0,1,3,294,13605.44218,81632.65306,6,6,56.5,0,0,BENIGN,1
1037,0,2,0,3,666666.6667,4.00E+06,6,0,0,0,0,BENIGN,1
1038,0,37,32,117626685,0.586601586,186.675328,341.7837838,291,3792442.29,1,217502,BENIGN,0
1039,0,124,186,118124224,2.624355865,1464.255122,191.6774194,802.1290323,638171.9622,1,653027.5,BENIGN,0
1040,0,1,2,64,46875,0,0,0,2,0,0,BENIGN,1
1041,0,2,2,20757,192.7060751,15416.486,32,128,2,0,0,BENIGN,0
1042,0,16,10,5764580,4.510302572,1234.261646,110.6875,534.4,6324,1,125234,BENIGN,0
1043,0,30,22,118106474,0.440280691,80.38509388,63.33333333,345.1818182,5623128.619,1,63163,BENIGN,0
1044,0,2,0,2,1.00E+06,0,0,0,0,0,0,BENIGN,1
1045,0,2,2,27070,147.7650536,9235.315848,34,91,2,0,0,BENIGN,0
1046,0,2,2,55028,72.69026677,4870.247874,39,95,3,0,0,BENIGN,0
1047,0,1,2,205,14634.14634,87804.87805,6,6,3,0,0,BENIGN,1
1048,0,2,0,3,666666.6667,0,0,0,0,0,0,BENIGN,0
1049,0,3,0,7697,389.762245,2338.57347,6,0,0,0,0,BENIGN,0
1050,0,2,2,23973,166.8543778,8009.010136,40,56,3,0,0,BENIGN,0
1051,0,2,0,2,1.00E+06,6.00E+06,6,0,0,0,0,BENIGN,0
1052,0,2,2,20776,192.5298421,11166.73084,44,72,3,0,0,BENIGN,0
1053,0,2,2,24699,161.9498765,8097.493826,42,58,2,0,0,BENIGN,0
1054,0,34,29,117626469,0.535593736,141.8218207,80.64705882,480.6896552,4198833.821,1,211071.5,BENIGN,0
1055,0,4,0,250,16000,516000,32.25,0,0,0,0,BENIGN,0
1056,0,88,114,117271475,1.722499014,981.2957499,89.54545455,940.3333333,1037249.558,1,373236,BENIGN,0
1057,0,3,0,203,14778.32512,88669.95074,6,0,0,0,0,BENIGN,0
1058,0,1,3,40897,97.80668509,0,0,0,1.5,0,0,BENIGN,0
1059,0,2,0,1,2.00E+06,3.10E+07,15.5,0,0,0,0,BENIGN,0
1060,0,32,36,117265948,0.579878483,100.7965245,77.8125,259.1666667,3348696.371,1,559049.5,BENIGN,0
1061,0,1,2,25032,119.8465964,0,0,0,1,0,0,BENIGN,0
1062,0,17,16,684067,48.24088868,33651.67447,116.4705882,1315,38625.73333,1,0,BENIGN,0
1063,0,2,0,2,1.00E+06,6.00E+06,6,0,0,0,0,BENIGN,0
1064,0,2,2,45095,88.70162989,8559.707285,56,137,2,0,0,BENIGN,0
1065,0,14,10,5064187,4.739161488,1735.91536,97.07142857,743.2,7152.333333,1,0,BENIGN,0
1066,0,1,3,15152,263.9915523,1583.949314,6,6,151,0,0,BENIGN,0
1067,0,32,36,117265948,0.579878483,100.7965245,77.8125,259.1666667,3348696.371,1,559049.5,BENIGN,0
1068,0,2,2,23663,169.0402738,6592.57068,31,47,2,0,0,BENIGN,0
1069,0,1,3,28435,140.6717074,844.0302444,6,6,105,0,0,BENIGN,0
1070,0,6,0,2127,2820.874471,0,0,0,0,0,0,BENIGN,0
1071,0,2,0,1,2.00E+06,3.70E+07,18.5,0,0,0,0,BENIGN,0
1072,0,1,2,100177,29.94699382,0,0,0,3,0,0,BENIGN,0
1073,0,1,2,190,15789.47368,94736.84211,6,6,3,0,0,BENIGN,1
1074,0,2,0,1,2.00E+06,0,0,0,0,0,0,BENIGN,1
1075,0,3,2,201,24875.62189,398009.9502,22.66666667,6,3,0,0,BENIGN,1
1076,0,2,2,64225,62.28104321,3799.143636,31,91,3,0,0,BENIGN,0
1077,0,3,0,3,1.00E+06,20666666.67,20.66666667,0,0,0,0,BENIGN,1
1078,0,2,2,20788,192.4187031,10775.44737,42,70,1,0,0,BENIGN,0
1079,0,2,2,45906,87.13457936,6230.122424,37,106,2,0,0,BENIGN,0
1080,0,2,2,21768,183.7559721,10106.57846,39,71,3,0,0,BENIGN,0
1081,0,2,0,1,2.00E+06,0,0,0,0,0,0,BENIGN,1
1082,0,34,32,119698210,0.551386692,42.64057082,56.70588235,99.25,3860302.419,1,40987.58333,BENIGN,0
1083,0,2,0,1,2.00E+06,3.70E+07,18.5,0,0,0,0,BENIGN,0
1084,0,8,2,54077121,0.184921087,5.677077373,26.875,46,2,0,38106,BENIGN,0
1085,0,4,0,160,25000,768750,30.75,0,0,0,0,BENIGN,0
1086,0,2,2,23996,166.6944491,8668.111352,36,68,3,0,0,BENIGN,0
1087,0,2,0,1,2.00E+06,1.20E+07,6,0,0,0,0,BENIGN,1
1088,0,1,2,117,25641.02564,153846.1538,6,6,3,0,0,BENIGN,1
1089,0,36,30,117234320,0.562975074,37.27577385,79.22222222,50.6,4041637.655,1,172191.5,BENIGN,0
1090,0,2,2,21033,190.1773404,7416.916274,31,47,1,0,0,BENIGN,0
1091,0,2,2,21369,187.1870467,10669.66166,43,71,3,0,0,BENIGN,0
1092,0,4,0,1199,3336.113428,107589.658,32.25,0,0,0,0,BENIGN,0
1093,0,3,4,404,17326.73267,89108.91089,4,6,1.333333333,0,0,BENIGN,1
1094,0,2,2,65165,61.38264406,3744.341288,31,91,3,0,0,BENIGN,0
1095,0,2,0,1,2.00E+06,3.70E+07,18.5,0,0,0,0,BENIGN,0
1096,0,1,3,56529,70.76014081,424.5608449,6,6,1311.5,0,0,BENIGN,0
1097,0,3890,6706,119991155,88.30650893,100348.0965,11.21079692,1789.035789,9096.256674,1,1357323,BENIGN,0
1098,0,2,0,2,1.00E+06,6.00E+06,6,0,0,0,0,BENIGN,0
1099,0,2,0,3,666666.6667,4.00E+06,6,0,0,0,0,BENIGN,1
1100,0,2,2,21004,190.4399162,9521.99581,42,58,2,0,0,BENIGN,0
1101,0,1,1,54913,36.42124816,218.5274889,6,6,0,0,0,BENIGN,0
1102,0,2,2,23348,171.320884,9765.290389,43,71,3,0,0,BENIGN,0
1103,0,2,2,20668,193.5359009,16740.85543,46,127,3,0,0,BENIGN,0
1104,0,11,10,44833894,0.468395629,2.810373777,6,6,4551105.333,0,89999.75,BENIGN,0
