Unnamed: 0,SYN.Flag.Count,Total.Fwd.Packets,Total.Backward.Packets,Flow.Duration,Flow.Packets.s,Flow.Bytes.s,Fwd.Packet.Length.Mean,Bwd.Packet.Length.Mean,Bwd.IAT.Mean,ACK.Flag.Count,Active.Mean,Label,Inbound
5428,0,10,4,56804663,0.24645864,1.478751841,6.0,6.0,4828248.0,1,35.66666667,Syn,1
7983,0,2,0,1,2000000.0,12000000.0,6.0,0.0,0.0,1,0.0,Syn,1
4369,0,2,2,30369,131.7132602,7375.942573,42.0,70.0,3.0,0,0.0,BENIGN,0
6502,0,2,0,1,2000000.0,12000000.0,6.0,0.0,0.0,1,0.0,Syn,1
7291,0,2,2,86,46511.62791,279069.7674,6.0,6.0,2.0,1,0.0,Syn,1
6041,0,10,4,49831080,0.280949159,1.685694952,6.0,6.0,1333361.333,1,1333398.0,Syn,1
8262,0,2,0,1,2000000.0,12000000.0,6.0,0.0,0.0,1,0.0,Syn,1
9383,0,10,2,56980647,0.210597819,1.263586916,6.0,6.0,1.0,1,34.33333333,Syn,1
7650,0,2,2,103,38834.95146,233009.7087,6.0,6.0,2.0,1,0.0,Syn,1
5206,0,2,0,1,2000000.0,12000000.0,6.0,0.0,0.0,1,0.0,Syn,1
6342,0,2,0,1,2000000.0,12000000.0,6.0,0.0,0.0,1,0.0,Syn,1
3519,0,2,2,21442,186.5497621,7088.890962,30.0,46.0,3.0,0,0.0,BENIGN,0
6665,0,2,2,79,50632.91139,303797.4684,6.0,6.0,1.0,1,0.0,Syn,1
3966,0,2,2,20993,190.5397037,10098.6043,45.0,61.0,2.0,0,0.0,BENIGN,0
1770,0,2,2,20949,190.9399017,12602.03351,58.0,74.0,2.0,0,0.0,BENIGN,0
742,0,6,0,418655,14.33160956,315.2954103,22.0,0.0,0.0,0,0.0,BENIGN,0
2586,0,2,0,1,2000000.0,37000000.0,18.5,0.0,0.0,0,0.0,BENIGN,0
5042,0,12,8,65804707,0.303929626,1.823577757,6.0,6.0,7400458.286,1,80.5,Syn,1
4563,0,3,0,3,1000000.0,6000000.0,6.0,0.0,0.0,0,0.0,BENIGN,1
2697,0,2,2,20976,190.6941266,7627.765065,32.0,48.0,3.0,0,0.0,BENIGN,0
5944,0,2,0,1,2000000.0,12000000.0,6.0,0.0,0.0,1,0.0,Syn,1
5405,0,4,0,7390739,0.541217867,3.247307204,6.0,0.0,0.0,1,49.0,Syn,1
3151,0,18,14,138983,230.2439867,59064.77771,91.05555556,469.2857143,6551.307692,1,0.0,BENIGN,0
3342,0,35,30,116908935,0.5559883,40.62991421,54.8,94.4,3842698.897,1,128969.0909,BENIGN,0
1363,0,2,2,21418,186.758801,9337.94005,42.0,58.0,2.0,0,0.0,BENIGN,0
1712,0,3,0,298,10067.11409,0.0,0.0,0.0,0.0,0,0.0,BENIGN,0
4635,0,2,0,1,2000000.0,37000000.0,18.5,0.0,0.0,0,0.0,BENIGN,0
6059,0,2,0,1,2000000.0,12000000.0,6.0,0.0,0.0,1,0.0,Syn,1
3347,0,3,0,3,1000000.0,6000000.0,6.0,0.0,0.0,0,0.0,BENIGN,1
1525,0,2,2,20705,193.1900507,8307.172181,35.0,51.0,2.0,0,0.0,BENIGN,0
1828,0,1,1,55212,36.22400927,217.3440556,6.0,6.0,0.0,0,0.0,BENIGN,0
5802,0,2,2,109,36697.24771,220183.4862,6.0,6.0,1.0,1,0.0,Syn,1
4957,0,2,0,2,1000000.0,0.0,0.0,0.0,0.0,0,0.0,BENIGN,1
3833,0,13,8,5412812,3.879683979,295.2254761,99.53846154,38.0,12497.14286,1,109863.0,BENIGN,0
9499,0,2,2,109,36697.24771,220183.4862,6.0,6.0,0.0,1,0.0,Syn,1
6876,0,2,0,1,2000000.0,12000000.0,6.0,0.0,0.0,1,0.0,Syn,1
5480,0,2,0,1,2000000.0,12000000.0,6.0,0.0,0.0,1,0.0,Syn,1
5200,0,2,2,49,81632.65306,489795.9184,6.0,6.0,1.0,1,0.0,Syn,1
8692,0,2,2,109,36697.24771,220183.4862,6.0,6.0,1.0,1,0.0,Syn,1
1870,0,2,0,1,2000000.0,53000000.0,26.5,0.0,0.0,0,0.0,BENIGN,0
4559,0,2,0,3,666666.6667,0.0,0.0,0.0,0.0,0,0.0,BENIGN,1
2464,0,24,22,117055670,0.392975411,83.34495886,81.66666667,354.3636364,5569627.714,1,164337.5,BENIGN,0
6365,0,2,2,107,37383.17757,224299.0654,6.0,6.0,2.0,1,0.0,Syn,1
5785,0,2,2,114,35087.7193,210526.3158,6.0,6.0,1.0,1,0.0,Syn,1
145,0,2,2,46222,86.53887759,3375.016226,31.0,47.0,3.0,0,0.0,BENIGN,0
8699,0,2,2,120,33333.33333,200000.0,6.0,6.0,1.0,1,0.0,Syn,1
9897,0,2,0,50,40000.0,240000.0,6.0,0.0,0.0,1,0.0,Syn,1
7998,0,2,2,74,54054.05405,324324.3243,6.0,6.0,1.0,1,0.0,Syn,1
3448,0,2,2,113450,35.25782283,2115.46937,31.0,89.0,3.0,0,0.0,BENIGN,0
1134,0,31,28,116056778,0.508371859,21.1620557,33.35483871,50.78571429,4101367.963,1,80231.63636,BENIGN,0
1778,0,2,2,20903,191.3600919,11098.88533,44.0,72.0,3.0,0,0.0,BENIGN,0
502,0,2,0,3,666666.6667,4000000.0,6.0,0.0,0.0,0,0.0,BENIGN,1
4780,0,2,2,21707,184.2723545,9582.162436,44.0,60.0,2.0,0,0.0,BENIGN,0
884,0,34,36,92905921,0.753450364,136.7189503,105.6470588,253.0555556,2652119.371,1,178102.5,BENIGN,0
3396,0,30,23,117126815,0.452500992,123.4730066,124.0666667,466.9565217,5318518.818,1,427036.5,BENIGN,0
926,0,3,0,4,750000.0,0.0,0.0,0.0,0.0,0,0.0,BENIGN,1
730,0,2,2,46914,85.26239502,6181.523639,43.0,102.0,3.0,0,0.0,BENIGN,0
2841,0,2,2,47406,84.37750496,4851.706535,38.0,77.0,3.0,0,0.0,BENIGN,0
9943,0,2,2,102,39215.68627,235294.1176,6.0,6.0,1.0,1,0.0,Syn,1
8403,0,2,0,46,43478.26087,260869.5652,6.0,0.0,0.0,1,0.0,Syn,1
9579,0,2,0,1,2000000.0,12000000.0,6.0,0.0,0.0,1,0.0,Syn,1
7286,0,2,0,1,2000000.0,12000000.0,6.0,0.0,0.0,1,0.0,Syn,1
6724,0,2,0,48,41666.66667,250000.0,6.0,0.0,0.0,1,0.0,Syn,1
1541,0,2,0,1,2000000.0,37000000.0,18.5,0.0,0.0,0,0.0,BENIGN,0
2781,0,2,2,22544,177.430802,12508.87154,33.0,108.0,3.0,0,0.0,BENIGN,0
8931,0,2,2,111,36036.03604,216216.2162,6.0,6.0,50.0,1,0.0,Syn,1
5345,0,2,2,112,35714.28571,214285.7143,6.0,6.0,3.0,1,0.0,Syn,1
318,0,3,3,28339,211.7223614,3175.835421,4.0,26.0,118.5,0,0.0,BENIGN,0
8089,0,2,2,110,36363.63636,218181.8182,6.0,6.0,0.0,1,0.0,Syn,1
331,0,2,2,22879,174.8328161,6818.479829,31.0,47.0,1.0,0,0.0,BENIGN,0
5218,0,2,0,1,2000000.0,12000000.0,6.0,0.0,0.0,1,0.0,Syn,1
4248,0,3,0,3,1000000.0,6000000.0,6.0,0.0,0.0,0,0.0,BENIGN,1
3167,0,2,2,47980,83.36807003,6002.501042,42.0,102.0,3.0,0,0.0,BENIGN,0
6415,0,2,2,55,72727.27273,436363.6364,6.0,6.0,1.0,1,0.0,Syn,1
6291,0,2,0,1,2000000.0,12000000.0,6.0,0.0,0.0,1,0.0,Syn,1
4010,0,2,0,1,2000000.0,31000000.0,15.5,0.0,0.0,0,0.0,BENIGN,0
7165,0,2,2,54,74074.07407,444444.4444,6.0,6.0,2.0,1,0.0,Syn,1
1997,0,1,2,3,1000000.0,6000000.0,6.0,6.0,1.0,0,0.0,BENIGN,1
340,0,2,2,20718,193.068829,14480.16218,47.0,103.0,3.0,0,0.0,BENIGN,0
2799,0,3,0,98,30612.2449,183673.4694,6.0,0.0,0.0,0,0.0,BENIGN,1
7208,0,2,2,127,31496.06299,188976.378,6.0,6.0,1.0,1,0.0,Syn,1
8126,0,2,0,46,43478.26087,260869.5652,6.0,0.0,0.0,1,0.0,Syn,1
3022,0,2,2,21070,189.8433792,11580.44613,35.0,87.0,3.0,0,0.0,BENIGN,0
7226,0,10,2,69887992,0.171703316,1.030219898,6.0,6.0,0.0,1,32.25,Syn,1
3518,0,2,2,23064,173.4304544,9885.5359,43.0,71.0,3.0,0,0.0,BENIGN,0
7530,0,2,2,54,74074.07407,444444.4444,6.0,6.0,1.0,1,0.0,Syn,1
3599,0,3,0,368,8152.173913,48913.04348,6.0,0.0,0.0,0,0.0,BENIGN,0
2845,0,2,0,3,666666.6667,0.0,0.0,0.0,0.0,0,0.0,BENIGN,1
6146,0,2,2,101,39603.9604,237623.7624,6.0,6.0,46.0,1,0.0,Syn,1
7899,0,4,0,18902238,0.211615154,1.269690922,6.0,0.0,0.0,1,1.0,Syn,1
311,0,2,2,20900,191.3875598,11291.86603,45.0,73.0,2.0,0,0.0,BENIGN,0
3950,0,2,2,20944,190.9854851,10122.23071,45.0,61.0,3.0,0,0.0,BENIGN,0
352,0,2,0,2,1000000.0,0.0,0.0,0.0,0.0,0,0.0,BENIGN,1
838,0,31,28,115740362,0.509761668,24.52040024,28.90322581,69.35714286,4173112.333,1,34117.63636,BENIGN,0
9479,0,2,0,49,40816.32653,244897.9592,6.0,0.0,0.0,1,0.0,Syn,1
4529,0,1,2,82,36585.36585,0.0,0.0,0.0,2.0,0,0.0,BENIGN,1
7922,0,2,0,1,2000000.0,12000000.0,6.0,0.0,0.0,1,0.0,Syn,1
3723,0,254,345,119705792,5.003934981,4580.145963,30.49606299,1566.736232,347265.8314,1,1328342.0,BENIGN,0
5447,0,12,2,64999934,0.215384834,1.292309004,6.0,6.0,1.0,1,13.2,Syn,1
8129,0,2,2,53,75471.69811,452830.1887,6.0,6.0,2.0,1,0.0,Syn,1
2078,0,2,2,24705,161.9105444,11495.64865,43.0,99.0,3.0,0,0.0,BENIGN,0
74,0,2,2,20625,193.9393939,16387.87879,42.0,127.0,3.0,0,0.0,BENIGN,0
8970,0,2,2,82,48780.4878,292682.9268,6.0,6.0,2.0,1,0.0,Syn,1
9074,0,2,0,1,2000000.0,12000000.0,6.0,0.0,0.0,1,0.0,Syn,1
9995,0,2,0,1,2000000.0,12000000.0,6.0,0.0,0.0,1,0.0,Syn,1
7678,0,2,0,1,2000000.0,12000000.0,6.0,0.0,0.0,1,0.0,Syn,1
1688,0,5,2,5053714,1.385119934,3.561736972,3.6,0.0,1.0,1,0.0,BENIGN,0
5753,0,6,0,16999961,0.352941986,2.117651917,6.0,0.0,0.0,1,1704712.0,Syn,1
6027,0,2,0,1,2000000.0,12000000.0,6.0,0.0,0.0,1,0.0,Syn,1
4955,0,2,2,21266,188.0936706,10721.33923,43.0,71.0,3.0,0,0.0,BENIGN,0
1465,0,2,2,57174,69.96187078,5037.254696,44.0,100.0,1.0,0,0.0,BENIGN,0
4822,0,1,1,20986,95.30162966,0.0,0.0,0.0,0.0,0,0.0,BENIGN,0
5194,0,2,0,1,2000000.0,12000000.0,6.0,0.0,0.0,1,0.0,Syn,1
1717,0,2,2,47013,85.08284942,3403.313977,32.0,48.0,3.0,0,0.0,BENIGN,0
2928,0,14,0,63987424,0.218792993,0.0,0.0,0.0,0.0,1,2385134.0,BENIGN,1
1595,0,2,0,1,2000000.0,37000000.0,18.5,0.0,0.0,0,0.0,BENIGN,0
3242,0,2,2,21247,188.2618723,13554.8548,44.0,100.0,3.0,0,0.0,BENIGN,0
4452,0,2,0,3,666666.6667,4000000.0,6.0,0.0,0.0,0,0.0,BENIGN,0
1652,0,2,0,1,2000000.0,37000000.0,18.5,0.0,0.0,0,0.0,BENIGN,0
7024,0,2,0,1,2000000.0,12000000.0,6.0,0.0,0.0,1,0.0,Syn,1
1904,0,3,0,3,1000000.0,26000000.0,26.0,0.0,0.0,0,0.0,BENIGN,1
8208,0,2,2,102,39215.68627,235294.1176,6.0,6.0,0.0,1,0.0,Syn,1
5166,0,2,0,49,40816.32653,244897.9592,6.0,0.0,0.0,1,0.0,Syn,1
861,0,2,0,3,666666.6667,4000000.0,6.0,0.0,0.0,0,0.0,BENIGN,0
6545,0,2,2,54,74074.07407,444444.4444,6.0,6.0,2.0,1,0.0,Syn,1
5755,0,2,0,1,2000000.0,12000000.0,6.0,0.0,0.0,1,0.0,Syn,1
5439,0,10,4,63206056,0.221497763,1.328986577,6.0,6.0,21068651.67,1,26.25,Syn,1
2913,0,2,2,23037,173.6337197,12414.81096,37.0,106.0,3.0,0,0.0,BENIGN,0
190,0,3,0,3,1000000.0,6000000.0,6.0,0.0,0.0,0,0.0,BENIGN,1
3821,0,2,0,2,1000000.0,6000000.0,6.0,0.0,0.0,0,0.0,BENIGN,1
1852,0,3,2,2342,2134.927412,40136.63535,27.33333333,6.0,3.0,0,0.0,BENIGN,1
9365,0,2,0,49,40816.32653,244897.9592,6.0,0.0,0.0,1,0.0,Syn,1
9208,0,2,0,1,2000000.0,12000000.0,6.0,0.0,0.0,1,0.0,Syn,1
5946,0,2,0,1,2000000.0,12000000.0,6.0,0.0,0.0,1,0.0,Syn,1
1252,0,14,13,30057414,0.89828087,84.37186246,55.28571429,135.5384615,2502579.167,1,155669.5,BENIGN,0
5540,0,2,0,2,1000000.0,6000000.0,6.0,0.0,0.0,1,0.0,Syn,1
3957,0,2,2,24341,164.3317859,10763.73197,46.0,85.0,2.0,0,0.0,BENIGN,0
451,0,2,2,20862,191.736171,32595.14907,58.0,282.0,2.0,0,0.0,BENIGN,0
857,0,2,2,21124,189.3580761,7384.964969,31.0,47.0,2.0,0,0.0,BENIGN,0
5343,0,2,0,1,2000000.0,12000000.0,6.0,0.0,0.0,1,0.0,Syn,1
5402,0,2,0,2,1000000.0,6000000.0,6.0,0.0,0.0,1,0.0,Syn,1
2473,0,2,2,24127,165.7893646,7128.942678,35.0,51.0,3.0,0,0.0,BENIGN,0
3141,0,2,0,4,500000.0,3000000.0,6.0,0.0,0.0,0,0.0,BENIGN,0
8521,0,2,0,1,2000000.0,12000000.0,6.0,0.0,0.0,1,0.0,Syn,1
5225,0,2,0,1,2000000.0,12000000.0,6.0,0.0,0.0,1,0.0,Syn,1
1312,0,2,2,20666,193.5546308,12387.49637,38.0,90.0,3.0,0,0.0,BENIGN,0
4688,0,2,0,2,1000000.0,6000000.0,6.0,0.0,0.0,0,0.0,BENIGN,0
3481,0,6,0,9015514,0.665519459,0.0,0.0,0.0,0.0,1,3009503.0,BENIGN,1
8256,0,2,0,49,40816.32653,244897.9592,6.0,0.0,0.0,1,0.0,Syn,1
6825,0,2,2,114,35087.7193,210526.3158,6.0,6.0,1.0,1,0.0,Syn,1
5673,0,2,2,119,33613.44538,201680.6723,6.0,6.0,1.0,1,0.0,Syn,1
787,0,4,0,4,1000000.0,0.0,0.0,0.0,0.0,0,0.0,BENIGN,1
9709,0,2,2,121,33057.85124,198347.1074,6.0,6.0,1.0,1,0.0,Syn,1
2179,0,2,2,21295,187.8375205,12397.27636,38.0,94.0,3.0,0,0.0,BENIGN,0
4948,0,2,2,21185,188.8128393,13500.11801,37.0,106.0,3.0,0,0.0,BENIGN,0
9470,0,14,12,60245098,0.431570383,2.589422296,6.0,6.0,4066503.0,1,731606.8,Syn,1
5111,0,2,2,84,47619.04762,285714.2857,6.0,6.0,2.0,1,0.0,Syn,1
6580,0,2,2,116,34482.75862,206896.5517,6.0,6.0,2.0,1,0.0,Syn,1
8215,0,2,0,48,41666.66667,250000.0,6.0,0.0,0.0,1,0.0,Syn,1
3222,0,2,2,20997,190.5034052,13049.48326,28.0,109.0,3.0,0,0.0,BENIGN,0
6349,0,2,0,47,42553.19149,255319.1489,6.0,0.0,0.0,1,0.0,Syn,1
3238,0,2,2,54439,73.47673543,5878.138834,32.0,128.0,1.0,0,0.0,BENIGN,0
6576,0,6,0,34473073,0.174048887,1.044293324,6.0,0.0,0.0,1,26.0,Syn,1
1307,0,1,7,670,11940.29851,2035820.896,155.0,172.7142857,111.1666667,0,0.0,BENIGN,0
4628,0,2,0,1,2000000.0,0.0,0.0,0.0,0.0,0,0.0,BENIGN,0
5759,0,2,0,1,2000000.0,12000000.0,6.0,0.0,0.0,1,0.0,Syn,1
8887,0,2,2,109,36697.24771,220183.4862,6.0,6.0,1.0,1,0.0,Syn,1
8894,0,2,0,1,2000000.0,12000000.0,6.0,0.0,0.0,1,0.0,Syn,1
6334,0,2,2,107,37383.17757,224299.0654,6.0,6.0,1.0,1,0.0,Syn,1
4148,0,2,2,45517,87.87925391,4965.177846,31.0,82.0,3.0,0,0.0,BENIGN,0
4169,0,2,2,20948,190.9490166,18140.15658,31.0,159.0,3.0,0,0.0,BENIGN,0
7760,0,2,0,1,2000000.0,12000000.0,6.0,0.0,0.0,1,0.0,Syn,1
4008,0,2,2,54690,73.13951362,3583.836167,41.0,57.0,3.0,0,0.0,BENIGN,0
1902,0,2,2,46462,86.09186001,5595.970901,37.0,93.0,3.0,0,0.0,BENIGN,0
8375,0,2,0,1,2000000.0,12000000.0,6.0,0.0,0.0,1,0.0,Syn,1
9274,0,10,2,65489292,0.183236062,1.099416375,6.0,6.0,1.0,1,18.0,Syn,1
4752,0,2,2,21039,190.1231047,13498.74043,43.0,99.0,3.0,0,0.0,BENIGN,0
3628,0,15,18,570536,57.84034662,46962.85598,108.0,1398.555556,27546.94118,1,0.0,BENIGN,0
6920,0,2,0,1,2000000.0,12000000.0,6.0,0.0,0.0,1,0.0,Syn,1
8288,0,14,12,57510622,0.452090398,2.712542389,6.0,6.0,5228233.818,1,1244048.75,Syn,1
9316,0,2,2,104,38461.53846,230769.2308,6.0,6.0,2.0,1,0.0,Syn,1
7776,0,2,0,1,2000000.0,12000000.0,6.0,0.0,0.0,1,0.0,Syn,1
1052,0,2,2,20776,192.5298421,11166.73084,44.0,72.0,3.0,0,0.0,BENIGN,0
642,0,2,0,3,666666.6667,4000000.0,6.0,0.0,0.0,0,0.0,BENIGN,1
5090,0,6,0,32961587,0.18203007,1.092180422,6.0,0.0,0.0,1,1.0,Syn,1
4177,0,2,2,45306,88.28852691,2913.521388,25.0,41.0,3.0,0,0.0,BENIGN,0
8799,0,10,6,59170675,0.270404216,1.622425298,6.0,6.0,10125442.4,1,92.75,Syn,1
1099,0,2,0,3,666666.6667,4000000.0,6.0,0.0,0.0,0,0.0,BENIGN,1
875,0,45,40,116067722,0.732331078,222.9129646,422.2,171.85,2887667.846,1,26671.90909,BENIGN,0
917,0,1,1,54855,36.45975754,218.7585453,6.0,6.0,0.0,0,0.0,BENIGN,0
195,0,3,0,4,750000.0,4500000.0,6.0,0.0,0.0,0,0.0,BENIGN,1
112,0,20,20,10164958,3.935087582,2047.229315,336.9,703.6,533481.6842,1,212679.0,BENIGN,0
4502,0,22,18,116988046,0.341915276,22.99380229,88.36363636,41.44444444,6866976.882,1,289155.5,BENIGN,0
1965,0,36,34,117133599,0.597608206,112.2137466,165.3333333,211.5294118,3548233.667,1,281207.5,BENIGN,0
4878,0,2,0,1,2000000.0,37000000.0,18.5,0.0,0.0,0,0.0,BENIGN,0
4378,0,2,10,14340548,0.836788106,0.0,0.0,0.0,1588914.889,1,6340537.0,BENIGN,0
8473,0,6,2,49228380,0.162507887,0.97504732,6.0,6.0,1.0,1,2.0,Syn,1
9230,0,4,0,23492019,0.170270593,1.021623556,6.0,0.0,0.0,1,1.0,Syn,1
7450,0,2,2,49,81632.65306,489795.9184,6.0,6.0,1.0,1,0.0,Syn,1
6407,0,2,0,1,2000000.0,12000000.0,6.0,0.0,0.0,1,0.0,Syn,1
4707,0,2,0,5,400000.0,0.0,0.0,0.0,0.0,0,0.0,BENIGN,0
2811,0,1,2,172,17441.86047,104651.1628,6.0,6.0,3.0,0,0.0,BENIGN,1
7842,0,2,0,1,2000000.0,12000000.0,6.0,0.0,0.0,1,0.0,Syn,1
2355,0,2,2,22273,179.5896377,15354.91402,46.0,125.0,3.0,0,0.0,BENIGN,0
773,0,2,2,21059,189.9425424,27161.78356,31.0,255.0,3.0,0,0.0,BENIGN,0
2652,0,4,0,1004,3984.063745,128486.0558,32.25,0.0,0.0,0,0.0,BENIGN,0
7948,0,2,0,1,2000000.0,12000000.0,6.0,0.0,0.0,1,0.0,Syn,1
1110,0,2,0,3,666666.6667,4000000.0,6.0,0.0,0.0,0,0.0,BENIGN,1
5740,0,2,0,2,1000000.0,6000000.0,6.0,0.0,0.0,1,0.0,Syn,1
6601,0,2,2,77,51948.05195,311688.3117,6.0,6.0,1.0,1,0.0,Syn,1
7051,0,2,0,1,2000000.0,12000000.0,6.0,0.0,0.0,1,0.0,Syn,1
3173,0,2,2,20651,193.6952206,11234.32279,44.0,72.0,3.0,0,0.0,BENIGN,0
6015,0,2,2,95,42105.26316,252631.5789,6.0,6.0,1.0,1,0.0,Syn,1
3847,0,1,3,79647,50.22160282,301.3296169,6.0,6.0,12367.5,0,0.0,BENIGN,0
898,0,3,0,2,1500000.0,0.0,0.0,0.0,0.0,0,0.0,BENIGN,1
2689,0,10,4,53867888,0.259895097,7.741161116,23.3,46.0,80819.66667,0,284439.0,BENIGN,0
8267,0,2,0,1,2000000.0,12000000.0,6.0,0.0,0.0,1,0.0,Syn,1
5754,0,2,0,1,2000000.0,12000000.0,6.0,0.0,0.0,1,0.0,Syn,1
7477,0,2,2,53,75471.69811,452830.1887,6.0,6.0,1.0,1,0.0,Syn,1
6298,0,2,0,2,1000000.0,6000000.0,6.0,0.0,0.0,1,0.0,Syn,1
9330,0,2,0,1,2000000.0,12000000.0,6.0,0.0,0.0,1,0.0,Syn,1
8047,0,2,0,1,2000000.0,12000000.0,6.0,0.0,0.0,1,0.0,Syn,1
6561,0,2,0,1,2000000.0,12000000.0,6.0,0.0,0.0,1,0.0,Syn,1
9677,0,2,2,98,40816.32653,244897.9592,6.0,6.0,46.0,1,0.0,Syn,1
2231,0,2,10,14341178,0.836751346,0.0,0.0,0.0,1588903.111,1,6341135.0,BENIGN,0
7549,0,2,0,46,43478.26087,260869.5652,6.0,0.0,0.0,1,0.0,Syn,1
1280,0,2,2,21047,190.0508386,13398.58412,43.0,98.0,3.0,0,0.0,BENIGN,0
4932,0,3,0,2,1500000.0,0.0,0.0,0.0,0.0,0,0.0,BENIGN,1
991,0,2,0,3,666666.6667,4000000.0,6.0,0.0,0.0,0,0.0,BENIGN,0
5400,0,2,0,1,2000000.0,12000000.0,6.0,0.0,0.0,1,0.0,Syn,1
956,0,26,24,116682386,0.428513692,82.17178555,73.30769231,320.0833333,5062305.957,1,299341.5,BENIGN,0
2420,0,31,28,115695223,0.509960554,21.21090168,28.32258065,56.28571429,4173199.0,1,31744.27273,BENIGN,0
4438,0,18,26,70141452,0.627303809,30.39572092,56.88888889,42.61538462,2804013.68,0,107386.5,BENIGN,0
3260,0,2,8,7329665,1.364318833,0.0,0.0,0.0,1039215.0,1,0.0,BENIGN,0
3924,0,2,2,20801,192.2984472,11153.30994,44.0,72.0,3.0,0,0.0,BENIGN,0
9418,0,2,0,1,2000000.0,12000000.0,6.0,0.0,0.0,1,0.0,Syn,1
6184,0,2,2,121,33057.85124,198347.1074,6.0,6.0,1.0,1,0.0,Syn,1
6061,0,10,4,46795992,0.29917092,1.795025523,6.0,6.0,6656292.333,1,38.66666667,Syn,1
2825,0,3,4,296778,23.586654,309.996024,6.0,18.5,68462.66667,0,0.0,BENIGN,0
959,0,1,2,92,32608.69565,195652.1739,6.0,6.0,91.0,0,0.0,BENIGN,1
9372,0,2,2,100,40000.0,240000.0,6.0,6.0,1.0,1,0.0,Syn,1
1880,0,76,88,118579295,1.383040775,274.0950686,100.8947368,282.2045455,1362507.701,1,754144.5,BENIGN,0
8605,0,2,0,1,2000000.0,12000000.0,6.0,0.0,0.0,1,0.0,Syn,1
4150,0,2,0,1,2000000.0,0.0,0.0,0.0,0.0,0,0.0,BENIGN,1
8409,0,2,2,101,39603.9604,237623.7624,6.0,6.0,50.0,1,0.0,Syn,1
3294,0,2,2,21669,184.5955051,10614.24154,38.0,77.0,2.0,0,0.0,BENIGN,0
2725,0,2,2,20717,193.0781484,13901.62668,42.0,102.0,3.0,0,0.0,BENIGN,0
6901,0,2,0,1,2000000.0,12000000.0,6.0,0.0,0.0,1,0.0,Syn,1
6353,0,2,0,1,2000000.0,12000000.0,6.0,0.0,0.0,1,0.0,Syn,1
1337,0,2,2,20606,194.118218,9123.556246,39.0,55.0,2.0,0,0.0,BENIGN,0
9876,0,2,0,1,2000000.0,12000000.0,6.0,0.0,0.0,1,0.0,Syn,1
6629,0,4,0,6066785,0.659327799,3.955966793,6.0,0.0,0.0,1,1.0,Syn,1
7489,0,4,0,1858606,2.15215059,12.91290354,6.0,0.0,0.0,1,0.0,Syn,1
5528,0,2,0,2,1000000.0,6000000.0,6.0,0.0,0.0,1,0.0,Syn,1
7587,0,2,2,51,78431.37255,470588.2353,6.0,6.0,1.0,1,0.0,Syn,1
3516,0,6,0,9015035,0.66555482,0.0,0.0,0.0,0.0,1,3009013.0,BENIGN,1
3546,0,2,2,107690,37.14365308,3417.216083,50.0,134.0,3.0,0,0.0,BENIGN,0
2510,0,2,2,22819,175.2925194,9816.381086,29.0,83.0,3.0,0,0.0,BENIGN,0
5067,0,2,0,1,2000000.0,12000000.0,6.0,0.0,0.0,1,0.0,Syn,1
9435,0,10,0,46764476,0.213837529,1.283025175,6.0,0.0,0.0,1,24.0,Syn,1
6889,0,2,2,95,42105.26316,252631.5789,6.0,6.0,49.0,1,0.0,Syn,1
7132,0,2,0,1,2000000.0,12000000.0,6.0,0.0,0.0,1,0.0,Syn,1
4933,0,2,2,20901,191.3784029,9760.29855,43.0,59.0,3.0,0,0.0,BENIGN,0
9859,0,2,0,1,2000000.0,12000000.0,6.0,0.0,0.0,1,0.0,Syn,1
1897,0,2,2,21310,187.7053027,8071.328015,35.0,51.0,2.0,0,0.0,BENIGN,0
8414,0,2,0,1,2000000.0,12000000.0,6.0,0.0,0.0,1,0.0,Syn,1
4862,0,16,16,61125878,0.523509863,22.38004663,42.25,43.25,4070901.333,0,2513357.0,BENIGN,0
2941,0,21,18,53856,724.1532977,15560.01188,34.76190476,6.0,3096.588235,0,0.0,BENIGN,1
576,0,2,2,21007,190.4127196,11043.93774,44.0,72.0,3.0,0,0.0,BENIGN,0
1468,0,31,28,115609283,0.510339641,21.22666914,28.32258065,56.28571429,4167053.148,1,31813.90909,BENIGN,0
5534,0,2,0,1,2000000.0,12000000.0,6.0,0.0,0.0,1,0.0,Syn,1
5809,0,2,0,2,1000000.0,6000000.0,6.0,0.0,0.0,1,0.0,Syn,1
9653,0,2,0,1,2000000.0,12000000.0,6.0,0.0,0.0,1,0.0,Syn,1
8312,0,10,0,54606349,0.183128889,1.098773331,6.0,0.0,0.0,1,12.75,Syn,1
9127,0,2,0,1,2000000.0,12000000.0,6.0,0.0,0.0,1,0.0,Syn,1
3265,0,2,0,1,2000000.0,31000000.0,15.5,0.0,0.0,0,0.0,BENIGN,0
9736,0,8,4,46122240,0.26017817,1.56106902,6.0,6.0,5999979.0,1,73.0,Syn,1
4020,0,2,2,39655,100.8700038,9179.170344,83.0,99.0,1.0,0,0.0,BENIGN,0
4430,0,56,0,114788883,0.487852121,0.0,0.0,0.0,0.0,0,274257.8333,BENIGN,0
7198,0,2,0,1,2000000.0,12000000.0,6.0,0.0,0.0,1,0.0,Syn,1
3580,0,2,2,54715,73.10609522,3947.729142,38.0,70.0,3.0,0,0.0,BENIGN,0
5255,0,2,0,1,2000000.0,12000000.0,6.0,0.0,0.0,1,0.0,Syn,1
